,NOC,Year,Num_Athletes
4027,Teresita,1952,3
4028,Terrible,1960,2
4029,Thailand,1952,15
4030,Thailand,1956,38
4031,Thailand,1960,22
4032,Thailand,1964,64
4033,Thailand,1968,46
4034,Thailand,1972,37
4035,Thailand,1976,62
4036,Thailand,1984,40
4037,Thailand,1988,15
4038,Thailand,1992,64
4039,Thailand,1996,54
4040,Thailand,2000,68
4041,Thailand,2004,47
4042,Thailand,2008,53
4043,Thailand,2012,43
4044,Thailand,2016,58
4045,Thailand,2020,48
4046,Thailand,2024,58
4047,Thailand-1,1996,2
4048,Thailand-1,2004,2
4049,Thailand-2,1996,2
4050,Thailand-2,2004,2
4051,Thalatta,1952,3
4052,Thames Rowing Club,1912,5
4053,The Cloud,1948,2
4054,The Gambia,2020,5
4055,Thessalonki-1,1906,11
4056,Three Leaves,1960,2
4057,Three Star Too,1936,2
4058,Tichiboo,1956,2
4059,Tilly,1956,3
4060,Tim-Tam III,1952,3
4061,Timor Leste,2004,2
4062,Timor Leste,2008,1
4063,Timor Leste,2012,2
4064,Timor Leste,2016,3
4065,Timor-Leste,2024,4
4066,Tineke,1956,2
4067,Tip,1956,3
4068,Titia,1952,5
4069,Tlaloc,1964,2
4070,Togo,1972,7
4071,Togo,1984,6
4072,Togo,1988,6
4073,Togo,1992,9
4074,Togo,1996,7
4075,Togo,2000,3
4076,Togo,2004,3
4077,Togo,2008,4
4078,Togo,2012,6
4079,Togo,2016,5
4080,Togo,2020,4
4081,Togo,2024,5
4082,Tom Kyle,1952,3
4083,Tomahawk II,1956,3
4084,Tonga,1984,7
4085,Tonga,1988,7
4086,Tonga,1992,5
4087,Tonga,1996,5
4088,Tonga,2000,3
4089,Tonga,2004,5
4090,Tonga,2008,3
4091,Tonga,2012,3
4092,Tonga,2016,7
4093,Tonga,2020,6
4094,Tonga,2024,4
4095,Tornade-16,1900,1
4096,Tornado,1952,3
4097,Tornado,1960,2
4098,Toronto Argonauts,1904,9
4099,Toronto Argonauts,1908,9
4100,Toronto Argonauts,1912,9
4101,Tournade-40,1900,1
4102,Tramontane,1932,2
4103,Trans-Mississippi Golf Association-2,1904,10
4104,Trickson VI,1952,5
4105,Trinidad and Tobago,1948,9
4106,Trinidad and Tobago,1952,2
4107,Trinidad and Tobago,1956,10
4108,Trinidad and Tobago,1964,16
4109,Trinidad and Tobago,1968,25
4110,Trinidad and Tobago,1972,36
4111,Trinidad and Tobago,1976,20
4112,Trinidad and Tobago,1980,15
4113,Trinidad and Tobago,1984,23
4114,Trinidad and Tobago,1988,10
4115,Trinidad and Tobago,1992,13
4116,Trinidad and Tobago,1996,16
4117,Trinidad and Tobago,2000,29
4118,Trinidad and Tobago,2004,26
4119,Trinidad and Tobago,2008,35
4120,Trinidad and Tobago,2012,38
4121,Trinidad and Tobago,2016,43
4122,Trinidad and Tobago,2020,44
4123,Trinidad and Tobago,2024,23
4124,Trintel II,1960,3
4125,Tritons Lillois-2,1900,12
4126,Trkiye,2024,165
4127,Tu-Fri,1952,3
4128,Tulilind,1956,2
4129,Tunisia,1960,56
4130,Tunisia,1964,12
4131,Tunisia,1968,8
4132,Tunisia,1972,37
4133,Tunisia,1976,16
4134,Tunisia,1984,28
4135,Tunisia,1988,45
4136,Tunisia,1992,15
4137,Tunisia,1996,52
4138,Tunisia,2000,47
4139,Tunisia,2004,64
4140,Tunisia,2008,29
4141,Tunisia,2012,87
4142,Tunisia,2016,65
4143,Tunisia,2020,73
4144,Tunisia,2024,31
4145,Turkey,1906,2
4146,Turkey,1912,7
4147,Turkey,1924,23
4148,Turkey,1928,40
4149,Turkey,1932,2
4150,Turkey,1936,59
4151,Turkey,1948,87
4152,Turkey,1952,58
4153,Turkey,1956,28
4154,Turkey,1960,58
4155,Turkey,1964,25
4156,Turkey,1968,30
4157,Turkey,1972,50
4158,Turkey,1976,28
4159,Turkey,1984,62
4160,Turkey,1988,51
4161,Turkey,1992,54
4162,Turkey,1996,61
4163,Turkey,2000,67
4164,Turkey,2004,74
4165,Turkey,2008,71
4166,Turkey,2012,119
4167,Turkey,2016,119
4168,Turkey,2020,139
4169,Turkmenistan,1996,7
4170,Turkmenistan,2000,8
4171,Turkmenistan,2004,10
4172,Turkmenistan,2008,10
4173,Turkmenistan,2012,10
4174,Turkmenistan,2016,9
4175,Turkmenistan,2020,10
4176,Turkmenistan,2024,6
4177,"Turnverein Vorwrts, Chicago",1904,6
4178,"Turnverein Vorwrts, Cleveland",1904,6
4179,Turquoise-1,1900,1
4180,Turquoise-3,1900,2
4181,Tutti V,1928,5
4182,Tuvalu,2008,3
4183,Tuvalu,2012,3
4184,Tuvalu,2016,1
4185,Tuvalu,2020,2
4186,Tuvalu,2024,2
4187,Twinkle,1960,2
4188,Twins II,1928,5
4189,Twins VIII,1956,4
4190,UA Emirates,2024,16
4191,USFSA,1900,13
4192,Ubu,1928,5
4193,Uganda,1956,5
4194,Uganda,1960,16
4195,Uganda,1964,19
4196,Uganda,1968,14
4197,Uganda,1972,35
4198,Uganda,1980,16
4199,Uganda,1984,30
4200,Uganda,1988,30
4201,Uganda,1992,9
4202,Uganda,1996,12
4203,Uganda,2000,13
4204,Uganda,2004,11
4205,Uganda,2008,11
4206,Uganda,2012,16
4207,Uganda,2016,23
4208,Uganda,2020,28
4209,Uganda,2024,27
4210,Ukraine,1996,351
4211,Ukraine,2000,368
4212,Ukraine,2004,357
4213,Ukraine,2008,323
4214,Ukraine,2012,304
4215,Ukraine,2016,268
4216,Ukraine,2020,225
4217,Ukraine,2024,212
4218,Ukraine-1,2008,2
4219,Ukraine-1,2016,2
4220,Ukraine-2,2008,2
4221,Ukraine-2,2016,2
4222,Umberta V,1964,2
4223,Unified Team,1992,646
4224,Unified Team-1,1992,2
4225,Unified Team-2,1992,2
4226,Union des Socits Franais de Sports Athletiques,1900,29
4227,Unique,1952,3
4228,United Arab Emirates,1984,11
4229,United Arab Emirates,1988,36
4230,United Arab Emirates,1992,36
4231,United Arab Emirates,1996,4
4232,United Arab Emirates,2000,5
4233,United Arab Emirates,2004,5
4234,United Arab Emirates,2008,9
4235,United Arab Emirates,2012,26
4236,United Arab Emirates,2016,12
4237,United Arab Emirates,2020,5
4238,United Arab Republic,1960,123
4239,United States,1896,27
4240,United States,1900,114
4241,United States,1904,823
4242,United States,1906,81
4243,United States,1908,219
4244,United States,1912,364
4245,United States,1920,473
4246,United States,1924,447
4247,United States,1928,416
4248,United States,1932,724
4249,United States,1936,473
4250,United States,1948,412
4251,United States,1952,436
4252,United States,1956,431
4253,United States,1960,418
4254,United States,1964,482
4255,United States,1968,529
4256,United States,1972,574
4257,United States,1976,554
4258,United States,1984,693
4259,United States,1988,715
4260,United States,1992,728
4261,United States,1996,827
4262,United States,2000,748
4263,United States,2004,706
4264,United States,2008,744
4265,United States,2012,669
4266,United States,2016,699
4267,United States,2020,856
4268,United States,2024,854
4269,United States Golf Association-3,1904,10
4270,United States Virgin Islands,1968,6
4271,United States Virgin Islands,1972,16
4272,United States Virgin Islands,1976,26
4273,United States Virgin Islands,1984,52
4274,United States Virgin Islands,1988,46
4275,United States Virgin Islands,1992,34
4276,United States Virgin Islands,1996,14
4277,United States Virgin Islands,2000,12
4278,United States Virgin Islands,2004,9
4279,United States Virgin Islands,2008,8
4280,United States Virgin Islands,2012,9
4281,United States Virgin Islands,2016,7
4282,United States-1,1904,2
4283,United States-1,1924,6
4284,United States-1,1972,2
4285,United States-1,1992,2
4286,United States-1,1996,4
4287,United States-1,2000,8
4288,United States-1,2004,10
4289,United States-1,2008,8
4290,United States-1,2012,10
4291,United States-1,2016,10
4292,United States-10,1904,2
4293,United States-11,1904,2
4294,United States-12,1904,2
4295,United States-13,1904,2
4296,United States-14,1904,2
4297,United States-2,1904,2
4298,United States-2,1924,6
4299,United States-2,1972,2
4300,United States-2,1992,2
4301,United States-2,1996,4
4302,United States-2,2000,8
4303,United States-2,2004,10
4304,United States-2,2008,8
4305,United States-2,2012,10
4306,United States-2,2016,10
4307,United States-3,1904,2
4308,United States-3,1992,2
4309,United States-3,1996,4
4310,United States-4,1904,2
4311,United States-5,1904,2
4312,United States-6,1904,2
4313,United States-7,1904,2
4314,United States-8,1904,2
4315,United States-9,1904,2
4316,United States/France,1900,2
4317,United States/Great Britain,1900,4
4318,Univ. of Brussels,1900,11
4319,Unknown,1912,2
4320,Upton Park FC,1900,11
4321,Uragan,1952,2
4322,Uruguay,1924,40
4323,Uruguay,1928,17
4324,Uruguay,1932,6
4325,Uruguay,1936,39
4326,Uruguay,1948,77
4327,Uruguay,1952,42
4328,Uruguay,1956,29
4329,Uruguay,1960,39
4330,Uruguay,1964,29
4331,Uruguay,1968,50
4332,Uruguay,1972,20
4333,Uruguay,1976,15
4334,Uruguay,1984,23
4335,Uruguay,1988,18
4336,Uruguay,1992,18
4337,Uruguay,1996,15
4338,Uruguay,2000,17
4339,Uruguay,2004,18
4340,Uruguay,2008,13
4341,Uruguay,2012,27
4342,Uruguay,2016,17
4343,Uruguay,2020,11
4344,Uruguay,2024,27
4345,Uzbekistan,1996,95
4346,Uzbekistan,2000,85
4347,Uzbekistan,2004,79
4348,Uzbekistan,2008,69
4349,Uzbekistan,2012,56
4350,Uzbekistan,2016,80
4351,Uzbekistan,2020,85
4352,Uzbekistan,2024,119
4353,Vanuatu,1988,6
4354,Vanuatu,1992,8
4355,Vanuatu,1996,4
4356,Vanuatu,2000,3
4357,Vanuatu,2004,2
4358,Vanuatu,2008,3
4359,Vanuatu,2012,5
4360,Vanuatu,2016,4
4361,Vanuatu,2020,3
4362,Vanuatu,2024,6
4363,Vaxholm Roddklubb,1912,5
4364,Venezuela,1932,1
4365,Venezuela,1948,2
4366,Venezuela,1952,63
4367,Venezuela,1956,38
4368,Venezuela,1960,52
4369,Venezuela,1964,21
4370,Venezuela,1968,30
4371,Venezuela,1972,33
4372,Venezuela,1976,56
4373,Venezuela,1980,43
4374,Venezuela,1984,44
4375,Venezuela,1988,17
4376,Venezuela,1992,27
4377,Venezuela,1996,53
4378,Venezuela,2000,65
4379,Venezuela,2004,53
4380,Venezuela,2008,126
4381,Venezuela,2012,85
4382,Venezuela,2016,105
4383,Venezuela,2020,47
4384,Venezuela,2024,37
4385,Venilia,1960,3
4386,Vento Sul,1964,2
4387,Verveine-19,1900,1
4388,Verveine-41,1900,1
4389,Vesania,1960,2
4390,Vesper Boat Club,1900,9
4391,Vesper Boat Club,1904,9
4392,Vicking,1936,2
4393,Vietnam,1980,38
4394,Vietnam,1988,12
4395,Vietnam,1992,10
4396,Vietnam,1996,6
4397,Vietnam,2000,7
4398,Vietnam,2004,11
4399,Vietnam,2008,18
4400,Vietnam,2012,24
4401,Vietnam,2016,28
4402,Vietnam,2020,23
4403,Vietnam,2024,20
4404,Viking,1956,3
4405,Viktoriya,1960,3
4406,Vim III,1960,2
4407,Vinga-1,1908,5
4408,Vinha,1948,3
4409,Vinha,1952,3
4410,Virgin Islands,2020,5
4411,"Virgin Islands, B",2024,4
4412,"Virgin Islands, US",2024,5
4413,Virginie,1952,3
4414,Vision,1956,4
4415,Voloira II,1960,3
4416,Wales-4,1908,11
4417,Wannsee,1936,2
4418,Web II,1960,3
4419,Web III,1964,3
4420,Wendehals,1956,2
4421,West Germany,1968,432
4422,West Germany,1972,581
4423,West Germany,1976,452
4424,West Germany,1984,571
4425,West Germany,1988,512
4426,West Germany-1,1972,2
4427,West Germany-1,1988,2
4428,West Germany-2,1972,2
4429,West Germany-2,1988,2
4430,West Germany-3,1972,2
4431,West Indies Federation,1960,18
4432,Western Golf Association-1,1904,10
4433,Western Rowing Club-3,1904,6
4434,Whirlaway,1952,2
4435,Whisper,2008,1
4436,White Lady,1964,3
4437,Whitini Star,2008,1
4438,Widgeon,1964,2
4439,Wiking,1936,5
4440,Willem-Six,1924,3
4441,Windor,1932,2
4442,Winnipeg Shamrocks-1,1904,12
4443,Wolseley-Siddeley-1,1908,4
4444,Xantippa,1956,3
4445,Xolotl,1964,3
4446,Yangon,1960,2
4447,Yemen,1992,8
4448,Yemen,1996,4
4449,Yemen,2000,2
4450,Yemen,2004,3
4451,Yemen,2008,8
4452,Yemen,2012,4
4453,Yemen,2016,3
4454,Yemen,2020,6
4455,Yemen,2024,4
4456,Yeoman,1952,4
4457,Yeoman V,1956,3
4458,Yeoman VII,1960,3
4459,Yeoman XII,1964,3
4460,Ylliam II,1936,5
4461,Ylliam VII,1948,6
4462,Ylliam VIII,1952,5
4463,Yugoslavia,1920,15
4464,Yugoslavia,1924,116
4465,Yugoslavia,1928,86
4466,Yugoslavia,1932,1
4467,Yugoslavia,1936,172
4468,Yugoslavia,1948,162
4469,Yugoslavia,1952,192
4470,Yugoslavia,1956,37
4471,Yugoslavia,1960,183
4472,Yugoslavia,1964,123
4473,Yugoslavia,1968,130
4474,Yugoslavia,1972,208
4475,Yugoslavia,1976,95
4476,Yugoslavia,1980,180
4477,Yugoslavia,1984,154
4478,Yugoslavia,1988,183
4479,Yugoslavia-1,1972,2
4480,Yugoslavia-2,1972,2
4481,Zambia,1964,15
4482,Zambia,1968,7
4483,Zambia,1972,12
4484,Zambia,1980,43
4485,Zambia,1984,18
4486,Zambia,1988,33
4487,Zambia,1992,11
4488,Zambia,1996,8
4489,Zambia,2000,8
4490,Zambia,2004,6
4491,Zambia,2008,8
4492,Zambia,2012,7
4493,Zambia,2016,7
4494,Zambia,2020,31
4495,Zambia,2024,32
4496,Zefyros,1960,2
4497,Zimbabwe,1928,2
4498,Zimbabwe,1960,10
4499,Zimbabwe,1964,31
4500,Zimbabwe,1980,52
4501,Zimbabwe,1984,20
4502,Zimbabwe,1988,47
4503,Zimbabwe,1992,28
4504,Zimbabwe,1996,21
4505,Zimbabwe,2000,26
4506,Zimbabwe,2004,14
4507,Zimbabwe,2008,16
4508,Zimbabwe,2012,9
4509,Zimbabwe,2016,31
4510,Zimbabwe,2020,5
4511,Zimbabwe,2024,7
4512,Zut,1908,3
4513,rn-2,1912,5
